release date,title,production budget,domestic budget,worldwide gross,domestic gross,negative,positive
10-Feb-16,Zootopia,"$150,000,000","$341,268,248","$1,002,462,578","$341,268,248",4,0
12-Feb-16,Les Innocentes,"$6,200,000","$1,065,665","$9,249,142",$0,2,0
12-Feb-16,El abrazo de la serpiente,"$1,400,000","$1,329,249","$4,787,818",$0,3,3
18-Feb-16,Midnight Special,"$18,000,000","$3,712,282","$7,680,250","$3,712,282",1,0
19-Feb-16,Triple 9,"$20,000,000","$12,639,297","$25,943,792","$12,639,297",27,25
19-Feb-16,Race,"$5,000,000","$19,115,191","$23,745,772","$19,206,207",88,84
19-Feb-16,The Witch,"$3,500,000","$25,138,705","$40,429,635","$25,138,705",18,5
24-Feb-16,Gods of Egypt,"$140,000,000","$31,153,464","$138,836,756","$31,153,464",59,32
24-Feb-16,The Brothers Grimsby,"$35,000,000","$6,864,016","$28,720,470","$6,874,837",35,46
24-Feb-16,The Other Side of the Door,"$5,000,000","$3,000,342","$12,905,107","$3,000,342",39,35
26-Feb-16,Eddie the Eagle,"$23,000,000","$15,789,389","$45,032,437","$15,789,389",1,0
26-Feb-16,Unforgettable,"$12,000,000","$11,368,012","$16,221,211",$0,1,0
2-Mar-16,London Has Fallen,"$60,000,000","$62,524,260","$195,194,085","$62,524,260",50,21
4-Mar-16,Whiskey Tango Foxtrot,"$35,000,000","$23,083,334","$25,350,747","$23,083,334",43,28
9-Mar-16,The Divergent Series: Allegiant,"$110,000,000","$66,184,051","$172,022,517",$0,100,62
10-Mar-16,The Young Messiah,"$16,800,000","$6,469,813","$7,313,697","$6,490,401",39,27
11-Mar-16,Eye in the Sky,"$13,000,000","$18,704,596","$35,402,802","$18,704,595",1,0
11-Mar-16,The Man Who Knew Infinity,"$10,000,000","$3,877,922","$12,382,122","$3,866,794",1,8
11-Mar-16,The Perfect Match,"$5,000,000","$9,669,521","$10,182,050","$9,669,521",3,10
11-Mar-16,"Hello, My Name is Doris","$1,000,000","$14,444,999","$14,662,703",$0,5,6
11-Mar-16,Creative Control,"$1,000,000","$63,014","$63,014","$63,014",11,12
16-Mar-16,Miracles from Heaven,"$13,000,000","$61,705,123","$73,773,317","$61,705,123",64,25
18-Mar-16,The Bronze,"$3,500,000","$615,816","$615,816","$615,816",1,2
18-Mar-16,Krisha,"$30,000","$144,822","$144,822","$144,822",3,4
23-Mar-16,My Big Fat Greek Wedding 2,"$18,000,000","$59,689,605","$92,096,558","$59,689,605",13,3
30-Mar-16,Everybody Wants Some,"$10,000,000","$3,400,278","$5,437,126",$0,6,7
31-Mar-16,Geroy,"$7,000,000",$0,"$1,545,121",$0,0,13
31-Mar-16,Compadres,"$3,000,000","$3,127,773","$7,445,044","$3,127,773",8,1
1-Apr-16,Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,900,842","$5,205,468",1,1
1-Apr-16,Meet the Blacks,"$900,000","$9,097,072","$9,097,072","$9,097,072",60,43
7-Apr-16,The Jungle Book,"$175,000,000","$364,001,123","$953,535,821","$364,001,123",4,0
7-Apr-16,The Boss,"$29,000,000","$63,077,560","$78,652,207","$63,285,885",11,15
7-Apr-16,Hardcore Henry,"$2,000,000","$9,252,038","$17,187,434","$9,252,038",39,31
8-Apr-16,The Invitation,"$1,000,000","$231,738","$354,836","$231,737",6,4
14-Apr-16,I Am Wrath,"$18,000,000",$0,"$309,608",$0,36,23
15-Apr-16,Barbershop: The Next Cut,"$20,000,000","$54,030,051","$54,404,202","$54,058,961",9,6
15-Apr-16,Ratchet and Clank,"$20,000,000","$8,813,410","$14,365,639",$0,3,0
15-Apr-16,Green Room,"$5,000,000","$3,220,371","$3,807,503","$3,220,371",39,22
22-Apr-16,Adopte un veuf,"$6,400,000",$0,"$9,394,401",$0,22,14
22-Apr-16,The Meddler,"$3,200,000","$4,267,219","$5,526,942","$4,267,218",1,6
22-Apr-16,Unsullied,"$1,500,000","$510,957","$510,957","$510,957",7,2
29-Apr-16,Florence Foster Jenkins,"$29,000,000","$27,383,770","$56,000,339","$27,383,770",37,59
5-May-16,Neighbors 2: Sorority Rising,"$35,000,000","$55,340,730","$108,757,621","$55,455,765",43,33
6-May-16,Being Charlie,"$2,000,000","$30,400","$32,964","$30,400",0,2
8-May-16,The Secret Life of Pets,"$75,000,000","$369,094,830","$886,013,000","$368,623,860",4,0
11-May-16,The Angry Birds Movie,"$73,000,000","$107,509,366","$352,288,341","$107,509,366",4,0
12-May-16,Money Monster,"$27,000,000","$41,012,075","$93,466,095","$41,012,075",21,27
13-May-16,Love & Friendship,"$3,000,000","$14,016,568","$23,934,375","$14,016,568",0,5
18-May-16,X-Men: Apocalypse,"$178,000,000","$155,442,489","$542,537,546","$155,442,489",15,7
19-May-16,The Nice Guys,"$50,000,000","$36,261,763","$59,596,747","$36,261,763",43,47
20-May-16,Alice Through the Looking Glass,"$170,000,000","$77,042,381","$276,928,112","$77,041,381",3,0
20-May-16,Departure,"$1,100,000",$0,"$27,561",$0,1,3
25-May-16,Warcraft,"$160,000,000","$47,365,290","$438,899,824","$47,365,290",42,34
27-May-16,Now You See Me 2,"$90,000,000","$65,075,540","$328,325,007","$65,075,540",41,63
27-May-16,Elle,"$9,100,000","$2,339,735","$16,517,708","$2,341,534",1,2
2-Jun-16,Teenage Mutant Ninja Turtles: Out of the Shadows,"$135,000,000","$82,051,601","$245,328,374","$82,051,601",3,0
2-Jun-16,Ma vie de Courgette,"$8,000,000","$309,768","$10,245,743",$0,1,0
3-Jun-16,Popstar: Never Stop Never Stopping,"$20,000,000","$9,496,130","$9,537,120","$9,639,125",39,39
3-Jun-16,Time to Choose,"$3,500,000","$29,233","$29,233","$29,233",4,2
3-Jun-16,The Fits,"$170,000","$166,425","$169,242","$166,425",6,3
9-Jun-16,The Conjuring 2: The Enfield Poltergeist,"$40,000,000","$102,470,008","$310,196,332",$0,6,1
9-Jun-16,The Neon Demon,"$7,500,000","$1,333,124","$3,559,803","$1,333,124",8,18
10-Jun-16,Genius,"$17,000,000","$1,361,045","$7,265,283","$1,361,045",2,2
16-Jun-16,Finding Dory,"$200,000,000","$486,295,561","$1,025,006,125","$486,295,561",3,0
16-Jun-16,Central Intelligence,"$50,000,000","$127,440,871","$217,194,805","$127,440,871",55,32
22-Jun-16,Independence Day: Resurgence,"$165,000,000","$103,144,286","$384,169,424","$103,144,286",3,6
23-Jun-16,The Shallows,"$13,000,000","$55,121,623","$118,763,442","$55,124,043",32,28
24-Jun-16,Free State of Jones,"$50,000,000","$20,810,036","$23,237,252","$20,810,036",49,54
27-Jun-16,The Legend of Tarzan,"$180,000,000","$126,643,061","$348,902,025","$126,643,061",45,42
30-Jun-16,The BFG,"$140,000,000","$55,483,770","$199,646,680","$55,483,770",16,11
30-Jun-16,Ben-Hur,"$95,000,000","$26,410,477","$91,669,648","$74,432,704",0,1
1-Jul-16,Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682","$64,063,008",36,18
1-Jul-16,Sultan,"$11,000,000","$5,599,781","$72,989,781","$6,200,000",13,11
1-Jul-16,The Purge: Election Year,"$10,000,000","$79,042,440","$118,514,727","$79,213,375",40,17
1-Jul-16,Intruders,"$1,587,000",$0,"$8,019","$69,136",9,2
2-Jul-16,Rock Dog,"$60,000,000","$9,420,546","$24,148,488","$9,420,546",19,14
7-Jul-16,Mike and Dave Need Wedding Dates,"$33,000,000","$46,009,673","$75,898,100","$46,009,673",21,14
8-Jul-16,Captain Fantastic,"$5,000,000","$5,879,835","$21,340,234","$5,879,835",28,41
13-Jul-16,Ghostbusters,"$144,000,000","$128,350,574","$229,008,658","$243,578,797",49,19
13-Jul-16,The Infiltrator,"$47,500,000","$15,436,808","$22,152,137","$15,436,808",48,29
15-Jul-16,Closet Monster,"$1,850,000","$42,166","$99,748","$42,166",3,0
15-Jul-16,Embrace,"$225,000","$412,340","$1,611,592",$0,16,41
20-Jul-16,Jason Bourne,"$120,000,000","$162,192,920","$416,168,316","$162,434,410",29,28
20-Jul-16,Operation Chromite,"$12,700,000","$1,022,720","$49,196,532",$0,5,5
21-Jul-16,Star Trek Beyond,"$185,000,000","$158,848,340","$335,673,708","$158,848,340",16,15
21-Jul-16,Lights Out,"$5,000,000","$67,268,835","$148,806,510","$67,268,835",1,0
27-Jul-16,Nerve,"$20,000,000","$38,583,626","$85,583,945","$38,583,626",58,57
29-Jul-16,Yoga Hosers,"$5,000,000",$0,"$38,767",$0,1,4
29-Jul-16,The Land,"$1,000,000","$43,756","$43,756",$0,23,30
5-Aug-16,Nine Lives,"$30,000,000","$19,700,032","$57,814,445","$19,700,032",37,23
12-Aug-16,Hell or High Water,"$12,000,000","$27,007,844","$37,566,117","$27,007,844",52,73
18-Aug-16,Kubo and the Two Strings,"$55,000,000","$48,023,088","$77,548,122","$48,023,088",3,0
19-Aug-16,War Dogs,"$50,000,000","$43,034,523","$86,234,503","$43,034,523",30,37
25-Aug-16,Mechanic: Resurrection,"$40,000,000","$21,218,403","$125,729,635","$21,218,403",13,13
26-Aug-16,Collide,"$29,200,000","$2,280,004","$5,466,698","$2,280,004",3,1
26-Aug-16,Hands of Stone,"$20,000,000","$4,712,792","$5,031,975","$4,712,792",82,95
26-Aug-16,Greater,"$9,000,000","$2,000,093","$2,000,093","$2,000,620",17,14
2-Sep-16,The Light Between Oceans,"$20,000,000","$12,545,979","$22,281,732","$12,545,979",6,7
2-Sep-16,Dofus - Livre 1: Julith,"$8,800,000",$0,"$624,747",$0,70,52
2-Sep-16,Morgan,"$8,000,000","$3,915,251","$7,298,786","$3,915,251",50,46
8-Sep-16,Sully,"$60,000,000","$125,070,033","$238,524,556","$125,070,033",5,8
8-Sep-16,When the Bough Breaks,"$10,000,000","$29,747,603","$30,768,449","$29,747,603",8,8
9-Sep-16,The Disappointments Room,"$15,000,000","$2,423,467","$3,503,761","$2,423,468",28,18
9-Sep-16,Kicks,"$10,000,000","$150,191","$150,191","$150,191",41,25
12-Sep-16,The Magnificent Seven,"$90,000,000","$93,432,655","$162,122,642","$93,432,655",64,51
15-Sep-16,Blair Witch,"$10,000,000","$20,777,061","$38,985,577","$20,777,061",31,15
16-Sep-16,Hillsong: Let Hope Rise,"$10,000,000","$2,394,725","$2,678,525","$2,394,386",21,39
16-Sep-16,Mr. Church,"$8,000,000","$685,780","$685,780",$0,3,4
16-Sep-16,31,"$1,500,000","$779,820","$922,727","$779,820",42,26
22-Sep-16,Storks,"$70,000,000","$72,679,278","$183,353,431","$72,800,603",4,0
23-Sep-16,Masterminds,"$25,000,000","$17,356,894","$30,850,666","$17,368,022",38,34
23-Sep-16,Queen of Katwe,"$15,000,000","$8,874,389","$10,055,481","$8,874,389",4,12
23-Sep-16,The Girl with all the Gifts,"$5,250,000",$0,"$4,801,837",$0,25,15
29-Sep-16,Deepwater Horizon,"$156,000,000","$61,433,527","$122,359,309","$61,433,527",3,1
30-Sep-16,Denial,"$10,000,000","$4,073,448","$9,263,940","$4,073,489",3,4
30-Sep-16,American Honey,"$3,500,000","$663,247","$2,611,750","$663,246",20,25
30-Sep-16,Ostatnia Rodzina,"$1,200,000",$0,"$2,683,618",$0,31,9
5-Oct-16,Inferno,"$75,000,000","$34,343,574","$219,519,367","$34,343,574",43,39
5-Oct-16,The Girl on the Train,"$45,000,000","$75,395,035","$174,278,214","$75,395,035",43,21
7-Oct-16,A Monster Calls,"$43,000,000","$3,740,823","$46,414,530","$3,740,823",39,50
7-Oct-16,The Birth of a Nation,"$10,000,000","$15,861,566","$16,891,011",$0,20,18
7-Oct-16,Middle School: The Worst Years of My Life,"$8,500,000","$20,007,149","$23,311,293","$20,007,149",43,42
11-Oct-16,The Accountant,"$40,000,000","$86,260,045","$152,962,083","$86,260,045",25,12
12-Oct-16,Trolls,"$125,000,000","$153,856,089","$342,831,709","$154,174,089",4,0
14-Oct-16,Kevin Hart: What Now?,"$10,000,000","$23,591,043","$23,591,043","$23,591,043",71,85
14-Oct-16,Max Steel,"$10,000,000","$3,818,664","$4,563,080","$3,818,664",59,19
16-Oct-16,Mi America,"$2,100,000","$3,330","$3,330","$3,330",0,8
20-Oct-16,Jack Reacher: Never Go Back,"$60,000,000","$58,697,076","$159,946,489","$58,697,076",25,38
20-Oct-16,Keeping Up with the Joneses,"$40,000,000","$14,904,426","$28,804,426","$14,904,426",11,8
20-Oct-16,Ouija: Origin of Evil,"$9,000,000","$35,144,505","$81,831,866","$35,144,505",24,9
21-Oct-16,Moonlight,"$1,500,000","$27,854,931","$64,895,106","$27,854,932",3,5
24-Oct-16,Doctor Strange,"$165,000,000","$232,641,920","$676,343,174","$232,641,920",5,6
28-Oct-16,Ethel & Ernest,"$10,000,000",$0,"$200,447",$0,1,0
4-Nov-16,Nocturnal Animals,"$22,500,000","$10,663,357","$32,398,681","$10,663,357",33,35
4-Nov-16,Loving,"$9,000,000","$7,710,234","$12,898,064","$7,751,969",6,9
4-Nov-16,A Street Cat Named Bob,"$8,000,000","$82,703","$17,368,520","$82,703",18,45
11-Nov-16,The History of Love,"$20,000,000",$0,"$476,624",$0,1,0
11-Nov-16,Almost Christmas,"$17,000,000","$42,065,185","$42,493,506","$42,158,780",38,48
11-Nov-16,Kono sekai no katasumi ni,"$3,750,000",$0,"$19,794,935",$0,2,0
11-Nov-16,The Monster,"$2,700,000","$12,544","$86,288","$12,544",13,13
17-Nov-16,Manchester by the Sea,"$8,500,000","$47,695,371","$77,733,867","$47,695,371",7,4
18-Nov-16,Bleed for This,"$16,000,000","$5,083,906","$7,171,320","$5,083,906",9,13
18-Nov-16,The Edge of Seventeen,"$9,000,000","$14,431,633","$19,096,003","$14,431,633",8,12
18-Nov-16,Polina danser sa vie,"$4,000,000","$165,203","$953,314",$0,4,5
19-Nov-16,Personal Shopper,"$6,400,000","$1,305,195","$3,804,977","$1,305,195",8,8
20-Nov-16,Allied,"$106,000,000","$40,098,064","$119,266,661","$40,098,064",129,86
23-Nov-16,Bad Santa 2,"$26,000,000","$17,782,176","$23,345,113","$17,782,178",64,53
24-Nov-16,Sing,"$75,000,000","$270,329,045","$631,064,182","$270,578,425",3,0
25-Nov-16,Underworld: Blood Wars,"$35,000,000","$30,353,973","$81,209,222","$30,353,973",48,44
25-Nov-16,Miss Sloane,"$18,000,000","$3,500,605","$7,768,259","$3,500,605",39,19
25-Nov-16,The Founder,"$15,000,000","$12,786,053","$24,403,192","$12,786,053",0,1
25-Nov-16,Lion,"$12,000,000","$51,739,495","$149,117,900","$51,738,905",1,6
25-Nov-16,Paterson,"$5,000,000","$2,141,423","$10,727,536","$2,152,738",25,31
2-Dec-16,Jackie,"$9,000,000","$13,960,394","$36,588,512","$13,960,394",42,53
2-Dec-16,Incarnate,"$5,000,000","$4,799,774","$9,371,036","$4,799,774",59,46
2-Dec-16,Believe,"$3,500,000","$890,303","$890,303",$0,19,14
2-Dec-16,The Eyes of My Mother,"$300,000","$27,099","$48,539","$27,099",5,7
8-Dec-16,Office Christmas Party,"$45,000,000","$54,767,494","$115,097,874","$54,767,494",55,37
9-Dec-16,The Bounce Back,"$3,000,000","$321,910","$421,404","$321,910",24,25
14-Dec-16,Rogue One: A Star Wars Story,"$200,000,000","$533,539,991","$1,055,083,596","$533,539,991",44,23
16-Dec-16,Collateral Beauty,"$36,000,000","$31,016,021","$85,309,093","$31,016,021",34,44
16-Dec-16,Ballerina,"$30,000,000","$21,858,070","$96,589,789",$0,1,0
16-Dec-16,Fences,"$24,000,000","$57,682,904","$64,282,881","$57,682,904",12,22
21-Dec-16,Passengers,"$110,000,000","$100,014,699","$302,239,672","$100,014,699",83,80
21-Dec-16,Patriots Day,"$40,000,000","$31,886,361","$52,837,989","$31,886,361",22,9
21-Dec-16,Why Him?,"$38,000,000","$60,323,786","$117,425,156","$60,323,786",44,34
23-Dec-16,Silence,"$46,500,000","$7,100,177","$23,726,626","$7,100,177",22,15
23-Dec-16,Resident Evil: The Final Chapter,"$40,000,000","$26,844,692","$314,101,190","$26,830,068",3,2
25-Dec-16,Live by Night,"$65,000,000","$10,378,555","$21,774,432","$10,378,555",6,18
25-Dec-16,Hidden Figures,"$25,000,000","$169,607,287","$229,664,524","$169,607,287",12,20
25-Dec-16,20th Century Women,"$7,000,000","$5,664,763","$9,353,729","$5,664,764",10,17
29-Dec-16,Monster Trucks,"$125,000,000","$33,370,166","$61,642,798","$33,370,166",31,28
11-Jan-17,Sleepless,"$30,000,000","$20,783,704","$33,296,659","$20,783,704",45,21
13-Jan-17,The Bye Bye Man,"$7,400,000","$22,395,806","$31,187,727","$22,395,806",71,26
19-Jan-17,xXx: Return of Xander Cage,"$85,000,000","$44,898,413","$345,033,359","$44,898,413",32,14
20-Jan-17,Un sac de billes,"$20,000,000","$409,862","$14,362,043",$0,2,0
20-Jan-17,The Resurrection of Gavin Stone,"$2,000,000","$2,303,792","$2,303,792","$2,303,792",3,4
26-Jan-17,Prityazhenie,"$6,000,000",$0,"$19,594,567",$0,43,42
27-Jan-17,Sztuka kochania. Historia Michaliny Wislockiej,"$1,300,000",$0,"$9,261,982",$0,5,1
27-Jan-17,Emily,"$27,000","$3,547","$3,547","$1,097,067",7,9
31-Jan-17,Two Lovers and a Bear,"$6,840,000",$0,"$22,273",$0,33,38
2-Feb-17,The Lego Batman Movie,"$80,000,000","$175,750,384","$310,563,096","$175,936,671",4,0
3-Feb-17,Rings,"$25,000,000","$27,793,018","$82,917,283","$27,793,018",8,5
3-Feb-17,The Comedian,"$15,000,000","$1,658,706","$1,658,706","$1,659,002",21,24
3-Feb-17,Growing up Smith,"$2,000,000","$35,312","$35,312",$0,17,15
8-Feb-17,Fifty Shades Darker,"$55,000,000","$114,434,010","$381,367,046","$114,581,250",32,23
9-Feb-17,John Wick: Chapter Two,"$40,000,000","$92,029,184","$171,539,887",$0,56,34
17-Feb-17,Fist Fight,"$25,000,000","$32,187,017","$40,286,416","$32,187,017",44,45
17-Feb-17,In Dubious Battle,"$15,000,000",$0,"$214,182",$0,59,74
23-Feb-17,Kong: Skull Island,"$185,000,000","$168,052,812","$561,072,059","$168,052,812",103,58
24-Feb-17,Bitter Harvest,"$21,000,000","$557,241","$606,162","$557,241",12,11
3-Mar-17,The Shack,"$20,000,000","$57,386,418","$96,860,808","$57,386,418",26,26
3-Mar-17,Table 19,"$5,000,000","$3,614,896","$4,620,399","$3,614,896",2,12
15-Mar-17,The Lost City of Z,"$30,000,000","$8,574,339","$19,358,084","$8,580,410",50,36
16-Mar-17,Beauty and the Beast,"$160,000,000","$504,014,165","$1,268,697,483","$218,967,620",2,0
17-Mar-17,The Boss Baby,"$125,000,000","$175,003,033","$527,909,949","$175,003,033",4,0
17-Mar-17,The Belko Experiment,"$5,000,000","$10,166,820","$11,792,942","$10,166,820",72,51
22-Mar-17,Life,"$58,000,000","$30,234,022","$101,815,660","$30,234,022",18,8
23-Mar-17,Ghost in the Shell,"$110,000,000","$40,563,557","$167,910,690","$40,563,557",96,69
23-Mar-17,CHiPS,"$25,000,000","$18,600,152","$23,190,292",$0,43,11
24-Mar-17,Power Rangers,"$120,000,000","$85,364,450","$142,531,552","$85,364,450",2,0
24-Mar-17,Smurfs: The Lost Village,"$60,000,000","$45,020,282","$197,578,586","$45,020,282",4,0
24-Mar-17,The Zookeeper’s Wife,"$20,000,000","$17,445,186","$26,308,749",$0,24,56
30-Mar-17,Churchill,"$10,000,000","$1,279,681","$7,582,196","$1,281,258",10,8
31-Mar-17,Free Fire,"$10,000,000","$1,799,322","$3,793,739","$1,799,312",24,29
5-Apr-17,Going in Style,"$24,000,000","$45,018,541","$80,812,424","$45,018,541",44,42
7-Apr-17,The Fate of the Furious,"$250,000,000","$225,764,765","$1,235,534,014","$226,008,385",95,41
7-Apr-17,The Case for Christ,"$3,000,000","$14,678,714","$17,966,760","$14,682,684",42,50
13-Apr-17,Lady Macbeth,"$650,000","$1,129,408","$6,477,294","$1,129,408",1,3
21-Apr-17,The Promise,"$90,000,000","$8,224,288","$10,551,417","$8,224,288",1,0
21-Apr-17,Berlin Syndrome,"$5,500,000","$28,660","$788,191","$28,660",2,3
21-Apr-17,Phoenix Forgotten,"$2,800,000","$3,600,146","$3,697,729","$3,600,146",44,45
27-Apr-17,Chāi dàn zhuānjiā,"$23,000,000",$0,"$58,807,172",$0,1,5
28-Apr-17,Guardians of the Galaxy Vol 2,"$200,000,000","$389,813,101","$869,087,963",$0,19,27
28-Apr-17,The Circle,"$18,000,000","$20,497,844","$45,497,689","$20,497,844",39,39
28-Apr-17,How to Be a Latin Lover,"$10,000,000","$32,149,404","$62,556,228","$32,149,404",16,20
28-Apr-17,Lowriders,"$916,000","$6,179,955","$6,188,421","$6,303,560",28,25
28-Apr-17,Sleight,"$250,000","$3,930,990","$3,934,450","$3,986,245",50,46
4-May-17,Alien: Covenant,"$97,000,000","$74,262,031","$238,521,247","$74,262,031",27,28
11-May-17,King Arthur: Legend of the Sword,"$175,000,000","$39,175,066","$139,630,336","$39,175,066",30,29
12-May-17,Snatched,"$42,000,000","$45,852,178","$60,129,558","$45,852,178",50,13
12-May-17,The Wall,"$3,000,000","$1,803,064","$4,495,262","$1,803,064",31,17
19-May-17,Diary of a Wimpy Kid: The Long Haul,"$22,000,000","$20,738,724","$35,609,577","$20,738,724",37,4
19-May-17,"Everything, Everything","$10,000,000","$34,121,140","$61,603,136","$34,121,140",54,40
25-May-17,Baywatch,"$60,000,000","$58,060,186","$175,863,783","$58,060,186",29,16
26-May-17,Bilal: A New Breed of Hero,"$30,000,000","$490,973","$648,599","$490,973",9,18
29-May-17,Wonder Woman,"$150,000,000","$412,563,408","$817,691,766","$412,845,172",20,23
2-Jun-17,The Mummy,"$195,000,000","$80,101,125","$409,953,905","$155,516,138",9,6
2-Jun-17,Captain Underpants: The First Epic Movie,"$38,000,000","$73,921,000","$126,422,949","$73,921,000",4,0
9-Jun-17,It Comes at Night,"$5,000,000","$13,985,117","$19,720,203","$13,985,117",73,64
14-Jun-17,Despicable Me 3,"$75,000,000","$264,624,300","$1,032,809,657","$264,624,300",4,0
14-Jun-17,Rough Night,"$20,000,000","$22,105,643","$46,844,357","$22,105,643",3,3
16-Jun-17,Cars 3,"$175,000,000","$152,901,115","$383,541,369","$152,901,115",2,0
16-Jun-17,The Book of Henry,"$10,000,000","$4,288,104","$4,797,845","$4,504,974",1,0
20-Jun-17,Transformers: The Last Knight,"$217,000,000","$130,168,683","$602,893,340","$130,168,683",15,4
23-Jun-17,The Beguiled,"$10,000,000","$10,576,669","$28,039,038","$10,709,995",51,25
23-Jun-17,The Big Sick,"$5,000,000","$42,872,467","$56,868,677","$42,873,127",23,27
23-Jun-17,Estiu 1993,"$1,100,000","$185,903","$2,751,844",$0,3,0
28-Jun-17,Baby Driver,"$34,000,000","$107,825,862","$226,977,991","$107,825,862",56,46
30-Jun-17,The House,"$40,000,000","$25,584,504","$31,192,425","$25,584,504",9,16
30-Jun-17,Visages villages,"$1,000,000","$952,432","$4,013,278",$0,1,0
7-Jul-17,A Ghost Story,"$100,000","$1,594,798","$2,769,782","$1,596,371",54,31
14-Jul-17,War for the Planet of the Apes,"$152,000,000","$146,880,162","$489,592,267","$146,880,162",53,39
14-Jul-17,Wish Upon,"$12,000,000","$14,301,505","$23,477,345","$14,301,505",131,60
18-Jul-17,Dunkirk,"$150,000,000","$190,068,280","$512,390,011","$189,740,665",40,64
20-Jul-17,Valerian and the City of a Thousand Planets,"$180,000,000","$40,479,370","$215,098,356","$41,189,488",30,41
20-Jul-17,Girls Trip,"$28,000,000","$115,108,515","$140,886,353","$115,171,585",18,14
27-Jul-17,Atomic Blonde,"$30,000,000","$51,573,925","$98,345,423","$51,687,870",49,61
28-Jul-17,Detroit,"$40,000,000","$16,790,139","$26,033,563","$16,790,139",30,25
28-Jul-17,An Inconvenient Sequel,"$1,000,000","$3,496,795","$5,839,322",$0,46,11
2-Aug-17,The Dark Tower,"$66,000,000","$50,701,325","$113,461,527","$50,701,325",75,57
2-Aug-17,Annabelle: Creation,"$15,000,000","$102,092,201","$305,384,865","$102,092,201",1,0
4-Aug-17,Kidnap,"$21,000,000","$30,718,107","$34,836,080","$30,971,040",7,1
11-Aug-17,The Nut Job 2: Nutty by Nature,"$40,000,000","$28,370,522","$57,424,952","$28,370,522",93,57
14-Aug-17,Twenty-Two,"$425,000","$22,222","$25,733,825",$0,25,20
18-Aug-17,The Hitman’s Bodyguard,"$30,000,000","$75,468,583","$183,415,183",$0,5,12
18-Aug-17,Happy Family,"$30,000,000",$0,"$30,809,023",$0,62,9
18-Aug-17,Logan Lucky,"$29,000,000","$27,778,642","$49,046,121","$27,780,977",46,50
18-Aug-17,Patti Cake$,"$1,000,000","$800,148","$1,471,090","$800,148",38,37
23-Aug-17,American Made,"$50,000,000","$51,342,000","$135,569,212","$51,342,000",27,36
23-Aug-17,All Saints,"$2,000,000","$5,802,208","$5,946,780","$5,802,208",4,4
25-Aug-17,Birth of the Dragon,"$31,000,000","$6,901,965","$7,220,490","$6,901,965",42,30
25-Aug-17,Tulip Fever,"$25,000,000","$2,455,635","$6,792,768","$2,455,635",25,23
31-Aug-17,It,"$35,000,000","$328,828,874","$701,012,746","$328,874,981",48,38
1-Sep-17,Renegades,"$77,500,000",$0,"$1,521,672","$9,015,164",80,48
8-Sep-17,Home Again,"$15,000,000","$27,020,284","$37,336,874","$27,020,284",24,29
13-Sep-17,Victoria and Abdul,"$21,000,000","$22,245,070","$68,271,146",$0,45,68
14-Sep-17,American Assassin,"$63,000,000","$36,249,674","$68,310,140","$36,249,674",22,16
15-Sep-17,The Lego Ninjago Movie,"$70,000,000","$59,281,555","$122,737,201","$59,364,177",49,30
19-Sep-17,Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696","$100,234,838",57,70
22-Sep-17,Stronger,"$30,000,000","$4,211,129","$8,786,287","$4,211,129",79,74
22-Sep-17,Battle of the Sexes,"$25,000,000","$12,638,526","$18,445,379","$12,638,526",30,22
22-Sep-17,Borg vs McEnroe,"$7,500,000","$231,346","$8,824,873",$0,0,6
27-Sep-17,Flatliners,"$20,000,000","$16,883,115","$45,173,738","$61,489,265",85,47
29-Sep-17,Blade Runner 2049,"$185,000,000","$92,054,159","$257,808,759","$92,071,675",156,116
29-Sep-17,The Foreigner,"$35,000,000","$34,393,507","$145,374,099","$34,393,507",12,28
5-Oct-17,My Little Pony: The Movie,"$6,500,000","$21,885,107","$61,294,644","$21,885,107",3,0
6-Oct-17,Brawl in Cell Block 99,"$4,000,000",$0,"$79,208",$0,47,39
6-Oct-17,The Florida Project,"$2,000,000","$5,904,366","$11,275,645","$5,904,366",7,8
11-Oct-17,The Snowman,"$35,000,000","$6,670,765","$43,164,679","$6,700,035",12,7
11-Oct-17,Happy Death Day,"$5,000,000","$55,683,845","$125,010,260","$55,683,845",0,5
13-Oct-17,Geostorm,"$100,000,000","$33,700,160","$220,796,009","$33,700,160",7,5
13-Oct-17,Marshall,"$12,000,000","$10,051,659","$10,116,816","$10,051,659",9,21
13-Oct-17,Sweet Country,"$4,000,000","$85,556","$2,291,545","$104,297",5,5
17-Oct-17,Wonder,"$20,000,000","$132,422,809","$310,824,596","$132,422,809",0,1
20-Oct-17,Only the Brave,"$38,000,000","$18,340,051","$24,555,177","$18,343,983",35,31
20-Oct-17,Tyler Perry’s Boo 2! A Madea Halloween,"$20,000,000","$47,319,572","$47,879,572",$0,35,32
20-Oct-17,Same Kind of Different as Me,"$6,500,000","$6,423,605","$6,468,664","$6,423,605",54,39
25-Oct-17,Thor: Ragnarok,"$180,000,000","$315,058,289","$850,482,778","$315,058,289",46,42
27-Oct-17,Coco,"$175,000,000","$210,460,015","$796,514,370","$210,460,015",4,0
27-Oct-17,Suburbicon,"$25,000,000","$5,775,178","$15,521,619","$5,775,178",31,38
